466881,新北,2023-01-01,1.0
466881,新北,2023-01-02,6.0
466881,新北,2023-01-03,7.0
466881,新北,2023-01-04,0.5
466881,新北,2023-01-05,2.5
466881,新北,2023-01-06,6.5
466881,新北,2023-01-07,0.0
466881,新北,2023-01-08,0.0
466881,新北,2023-01-09,4.0
466881,新北,2023-01-10,1.5
466881,新北,2023-01-11,T
466881,新北,2023-01-12,0.0
466881,新北,2023-01-13,0.0
466881,新北,2023-01-14,T
466881,新北,2023-01-15,T
466881,新北,2023-01-16,4.0
466881,新北,2023-01-17,1.5
466881,新北,2023-01-18,0.5
466881,新北,2023-01-19,T
466881,新北,2023-01-20,T
466881,新北,2023-01-21,1.5
466881,新北,2023-01-22,0.0
466881,新北,2023-01-23,1.5
466881,新北,2023-01-24,12.5
466881,新北,2023-01-25,T
466881,新北,2023-01-26,0.0
466881,新北,2023-01-27,1.5
466881,新北,2023-01-28,0.0
466881,新北,2023-01-29,0.0
466881,新北,2023-01-30,0.0
466881,新北,2023-01-31,0.0
466881,新北,2023-02-01,0.0
466881,新北,2023-02-02,T
466881,新北,2023-02-03,0.0
466881,新北,2023-02-04,T
466881,新北,2023-02-05,12.5
466881,新北,2023-02-06,12.5
466881,新北,2023-02-07,T
466881,新北,2023-02-08,0.0
466881,新北,2023-02-09,T
466881,新北,2023-02-10,7.0
466881,新北,2023-02-11,0.0
466881,新北,2023-02-12,0.0
466881,新北,2023-02-13,1.0
466881,新北,2023-02-14,7.5
466881,新北,2023-02-15,T
466881,新北,2023-02-16,0.0
466881,新北,2023-02-17,0.0
466881,新北,2023-02-18,0.0
466881,新北,2023-02-19,1.0
466881,新北,2023-02-20,T
466881,新北,2023-02-21,0.5
466881,新北,2023-02-22,T
466881,新北,2023-02-23,3.0
466881,新北,2023-02-24,0.5
466881,新北,2023-02-25,1.0
466881,新北,2023-02-26,T
466881,新北,2023-02-27,0.0
466881,新北,2023-02-28,0.0
466881,新北,2023-03-01,0.0
466881,新北,2023-03-02,0.0
466881,新北,2023-03-03,0.0
466881,新北,2023-03-04,T
466881,新北,2023-03-05,0.0
466881,新北,2023-03-06,0.0
466881,新北,2023-03-07,0.0
466881,新北,2023-03-08,0.0
466881,新北,2023-03-09,0.0
466881,新北,2023-03-10,0.0
466881,新北,2023-03-11,0.0
466881,新北,2023-03-12,T
466881,新北,2023-03-13,4.5
466881,新北,2023-03-14,T
466881,新北,2023-03-15,0.0
466881,新北,2023-03-16,0.0
466881,新北,2023-03-17,0.0
466881,新北,2023-03-18,0.0
466881,新北,2023-03-19,T
466881,新北,2023-03-20,0.0
466881,新北,2023-03-21,0.0
466881,新北,2023-03-22,0.0
466881,新北,2023-03-23,T
466881,新北,2023-03-24,0.0
466881,新北,2023-03-25,17.0
466881,新北,2023-03-26,2.5
466881,新北,2023-03-27,6.0
466881,新北,2023-03-28,3.5
466881,新北,2023-03-29,T
466881,新北,2023-03-30,1.5
466881,新北,2023-03-31,0.5
466881,新北,2023-04-01,7.5
466881,新北,2023-04-02,0.0
466881,新北,2023-04-03,0.0
466881,新北,2023-04-04,0.0
466881,新北,2023-04-05,1.0
466881,新北,2023-04-06,0.0
466881,新北,2023-04-07,9.0
466881,新北,2023-04-08,0.0
466881,新北,2023-04-09,0.0
466881,新北,2023-04-10,0.0
466881,新北,2023-04-11,0.0
466881,新北,2023-04-12,T
466881,新北,2023-04-13,0.0
466881,新北,2023-04-14,0.0
466881,新北,2023-04-15,20.5
466881,新北,2023-04-16,0.0
466881,新北,2023-04-17,0.0
466881,新北,2023-04-18,0.0
466881,新北,2023-04-19,33.5
466881,新北,2023-04-20,36.0
466881,新北,2023-04-21,5.5
466881,新北,2023-04-22,T
466881,新北,2023-04-23,0.0
466881,新北,2023-04-24,3.5
466881,新北,2023-04-25,T
466881,新北,2023-04-26,1.0
466881,新北,2023-04-27,T
466881,新北,2023-04-28,0.0
466881,新北,2023-04-29,0.0
466881,新北,2023-04-30,0.5
466881,新北,2023-05-01,0.0
466881,新北,2023-05-02,0.0
466881,新北,2023-05-03,0.0
466881,新北,2023-05-04,0.0
466881,新北,2023-05-05,0.0
466881,新北,2023-05-06,2.0
466881,新北,2023-05-07,16.5
466881,新北,2023-05-08,26.0
466881,新北,2023-05-09,0.5
466881,新北,2023-05-10,0.0
466881,新北,2023-05-11,0.0
466881,新北,2023-05-12,0.5
466881,新北,2023-05-13,2.0
466881,新北,2023-05-14,T
466881,新北,2023-05-15,T
466881,新北,2023-05-16,0.0
