station_id,station_name,date,rain_amount(mm)
466880,板橋,2015-01-01,0.0
466880,板橋,2015-01-02,0.0
466880,板橋,2015-01-03,0.0
466880,板橋,2015-01-04,0.0
466880,板橋,2015-01-05,0.0
466880,板橋,2015-01-06,0.0
466880,板橋,2015-01-07,0.1
466880,板橋,2015-01-08,0.0
466880,板橋,2015-01-09,0.0
466880,板橋,2015-01-10,0.0
466880,板橋,2015-01-11,0.0
466880,板橋,2015-01-12,2.5
466880,板橋,2015-01-13,3.0
466880,板橋,2015-01-14,5.3
466880,板橋,2015-01-15,0.0
466880,板橋,2015-01-16,0.0
466880,板橋,2015-01-17,0.0
466880,板橋,2015-01-18,0.0
466880,板橋,2015-01-19,0.0
466880,板橋,2015-01-20,0.0
466880,板橋,2015-01-21,0.4
466880,板橋,2015-01-22,0.0
466880,板橋,2015-01-23,0.0
466880,板橋,2015-01-24,0.0
466880,板橋,2015-01-25,0.0
466880,板橋,2015-01-26,1.0
466880,板橋,2015-01-27,12.0
466880,板橋,2015-01-28,0.4
466880,板橋,2015-01-29,0.0
466880,板橋,2015-01-30,T
466880,板橋,2015-01-31,0.0
466880,板橋,2015-02-01,0.0
466880,板橋,2015-02-02,0.0
466880,板橋,2015-02-03,2.0
466880,板橋,2015-02-04,8.5
466880,板橋,2015-02-05,7.5
466880,板橋,2015-02-06,1.5
466880,板橋,2015-02-07,1.5
466880,板橋,2015-02-08,4.5
466880,板橋,2015-02-09,0.5
466880,板橋,2015-02-10,0.0
466880,板橋,2015-02-11,0.0
466880,板橋,2015-02-12,0.0
466880,板橋,2015-02-13,0.0
466880,板橋,2015-02-14,0.0
466880,板橋,2015-02-15,8.0
466880,板橋,2015-02-16,11.5
466880,板橋,2015-02-17,0.0
466880,板橋,2015-02-18,0.0
466880,板橋,2015-02-19,0.0
466880,板橋,2015-02-20,0.0
466880,板橋,2015-02-21,T
466880,板橋,2015-02-22,0.0
466880,板橋,2015-02-23,T
466880,板橋,2015-02-24,49.0
466880,板橋,2015-02-25,0.0
466880,板橋,2015-02-26,T
466880,板橋,2015-02-27,T
466880,板橋,2015-02-28,1.0
466880,板橋,2015-03-01,2.2
466880,板橋,2015-03-02,T
466880,板橋,2015-03-03,T
466880,板橋,2015-03-04,2.0
466880,板橋,2015-03-05,1.0
466880,板橋,2015-03-06,7.5
466880,板橋,2015-03-07,0.5
466880,板橋,2015-03-08,T
466880,板橋,2015-03-09,0.0
466880,板橋,2015-03-10,13.0
466880,板橋,2015-03-11,34.5
466880,板橋,2015-03-12,10.0
466880,板橋,2015-03-13,0.0
466880,板橋,2015-03-14,0.0
466880,板橋,2015-03-15,0.0
466880,板橋,2015-03-16,0.0
466880,板橋,2015-03-17,T
466880,板橋,2015-03-18,0.0
466880,板橋,2015-03-19,0.0
466880,板橋,2015-03-20,0.0
466880,板橋,2015-03-21,0.0
466880,板橋,2015-03-22,0.0
466880,板橋,2015-03-23,50.0
466880,板橋,2015-03-24,2.0
466880,板橋,2015-03-25,33.0
466880,板橋,2015-03-26,16.0
466880,板橋,2015-03-27,15.5
466880,板橋,2015-03-28,0.0
466880,板橋,2015-03-29,0.0
466880,板橋,2015-03-30,0.0
466880,板橋,2015-03-31,0.0
466880,板橋,2015-04-01,T
466880,板橋,2015-04-02,0.0
466880,板橋,2015-04-03,0.0
466880,板橋,2015-04-04,0.0
466880,板橋,2015-04-05,0.0
466880,板橋,2015-04-06,0.0
466880,板橋,2015-04-07,T
466880,板橋,2015-04-08,2.5
466880,板橋,2015-04-09,5.4
466880,板橋,2015-04-10,9.0
466880,板橋,2015-04-11,22.0
466880,板橋,2015-04-12,0.5
466880,板橋,2015-04-13,0.0
466880,板橋,2015-04-14,0.0
466880,板橋,2015-04-15,0.0
466880,板橋,2015-04-16,0.0
466880,板橋,2015-04-17,0.0
466880,板橋,2015-04-18,8.5
466880,板橋,2015-04-19,9.0
466880,板橋,2015-04-20,7.5
466880,板橋,2015-04-21,14.5
466880,板橋,2015-04-22,0.5
466880,板橋,2015-04-23,0.0
466880,板橋,2015-04-24,0.0
466880,板橋,2015-04-25,0.0
466880,板橋,2015-04-26,0.0
466880,板橋,2015-04-27,0.0
466880,板橋,2015-04-28,0.0
466880,板橋,2015-04-29,0.0
466880,板橋,2015-04-30,0.0
466880,板橋,2015-05-01,T
466880,板橋,2015-05-02,0.0
466880,板橋,2015-05-03,1.0
466880,板橋,2015-05-04,24.0
466880,板橋,2015-05-05,36.5
466880,板橋,2015-05-06,0.1
466880,板橋,2015-05-07,0.0
466880,板橋,2015-05-08,0.3
466880,板橋,2015-05-09,0.0
466880,板橋,2015-05-10,0.0
466880,板橋,2015-05-11,1.0
466880,板橋,2015-05-12,42.0
466880,板橋,2015-05-13,0.0
466880,板橋,2015-05-14,0.0
466880,板橋,2015-05-15,0.0
466880,板橋,2015-05-16,0.0
466880,板橋,2015-05-17,0.0
466880,板橋,2015-05-18,0.0
466880,板橋,2015-05-19,0.0
466880,板橋,2015-05-20,49.5
466880,板橋,2015-05-21,1.0
466880,板橋,2015-05-22,16.0
466880,板橋,2015-05-23,21.5
466880,板橋,2015-05-24,26.5
466880,板橋,2015-05-25,3.5
466880,板橋,2015-05-26,11.5
466880,板橋,2015-05-27,0.0
466880,板橋,2015-05-28,0.0
466880,板橋,2015-05-29,0.0
466880,板橋,2015-05-30,0.0
466880,板橋,2015-05-31,5.0
466880,板橋,2015-06-01,0.1
466880,板橋,2015-06-02,0.0
466880,板橋,2015-06-03,0.0
466880,板橋,2015-06-04,T
466880,板橋,2015-06-05,T
466880,板橋,2015-06-06,33.5
466880,板橋,2015-06-07,2.5
466880,板橋,2015-06-08,0.0
466880,板橋,2015-06-09,0.0
466880,板橋,2015-06-10,0.0
466880,板橋,2015-06-11,0.0
466880,板橋,2015-06-12,0.0
466880,板橋,2015-06-13,0.0
466880,板橋,2015-06-14,27.0
466880,板橋,2015-06-15,0.0
466880,板橋,2015-06-16,0.0
466880,板橋,2015-06-17,0.0
466880,板橋,2015-06-18,0.0
466880,板橋,2015-06-19,T
466880,板橋,2015-06-20,0.0
466880,板橋,2015-06-21,60.0
466880,板橋,2015-06-22,0.5
466880,板橋,2015-06-23,59.5
466880,板橋,2015-06-24,47.0
466880,板橋,2015-06-25,0.0
466880,板橋,2015-06-26,0.0
466880,板橋,2015-06-27,0.0
466880,板橋,2015-06-28,0.0
466880,板橋,2015-06-29,0.0
466880,板橋,2015-06-30,0.0
466880,板橋,2015-07-01,0.0
466880,板橋,2015-07-02,0.0
466880,板橋,2015-07-03,0.0
466880,板橋,2015-07-04,4.0
466880,板橋,2015-07-05,0.0
466880,板橋,2015-07-06,7.0
466880,板橋,2015-07-07,0.0
466880,板橋,2015-07-08,0.0
466880,板橋,2015-07-09,5.5
466880,板橋,2015-07-10,88.0
466880,板橋,2015-07-11,0.0
466880,板橋,2015-07-12,0.3
466880,板橋,2015-07-13,0.0
466880,板橋,2015-07-14,0.0
466880,板橋,2015-07-15,0.0
466880,板橋,2015-07-16,0.0
466880,板橋,2015-07-17,0.0
466880,板橋,2015-07-18,0.0
466880,板橋,2015-07-19,11.5
466880,板橋,2015-07-20,0.8
466880,板橋,2015-07-21,0.0
466880,板橋,2015-07-22,0.0
466880,板橋,2015-07-23,65.2
466880,板橋,2015-07-24,1.0
466880,板橋,2015-07-25,0.0
466880,板橋,2015-07-26,0.0
466880,板橋,2015-07-27,1.0
466880,板橋,2015-07-28,34.0
466880,板橋,2015-07-29,26.5
466880,板橋,2015-07-30,17.0
466880,板橋,2015-07-31,0.0
466880,板橋,2015-08-01,0.0
466880,板橋,2015-08-02,0.0
466880,板橋,2015-08-03,0.0
466880,板橋,2015-08-04,T
466880,板橋,2015-08-05,6.0
466880,板橋,2015-08-06,10.5
466880,板橋,2015-08-07,13.5
466880,板橋,2015-08-08,236.0
466880,板橋,2015-08-09,0.7
466880,板橋,2015-08-10,0.0
466880,板橋,2015-08-11,0.0
466880,板橋,2015-08-12,1.2
466880,板橋,2015-08-13,17.5
466880,板橋,2015-08-14,2.5
466880,板橋,2015-08-15,0.0
466880,板橋,2015-08-16,5.5
466880,板橋,2015-08-17,0.0
466880,板橋,2015-08-18,41.5
466880,板橋,2015-08-19,0.0
466880,板橋,2015-08-20,0.0
466880,板橋,2015-08-21,T
466880,板橋,2015-08-22,0.5
466880,板橋,2015-08-23,21.5
466880,板橋,2015-08-24,1.7
466880,板橋,2015-08-25,28.5
466880,板橋,2015-08-26,13.0
466880,板橋,2015-08-27,39.5
466880,板橋,2015-08-28,62.5
466880,板橋,2015-08-29,12.5
466880,板橋,2015-08-30,7.0
466880,板橋,2015-08-31,8.0
466880,板橋,2015-09-01,7.5
466880,板橋,2015-09-02,0.0
466880,板橋,2015-09-03,0.0
466880,板橋,2015-09-04,0.0
466880,板橋,2015-09-05,0.0
466880,板橋,2015-09-06,4.0
466880,板橋,2015-09-07,21.0
466880,板橋,2015-09-08,T
466880,板橋,2015-09-09,0.0
466880,板橋,2015-09-10,0.0
466880,板橋,2015-09-11,0.0
466880,板橋,2015-09-12,0.0
466880,板橋,2015-09-13,0.8
466880,板橋,2015-09-14,0.5
466880,板橋,2015-09-15,0.0
466880,板橋,2015-09-16,17.0
466880,板橋,2015-09-17,0.0
466880,板橋,2015-09-18,0.0
466880,板橋,2015-09-19,0.0
466880,板橋,2015-09-20,0.0
466880,板橋,2015-09-21,T
466880,板橋,2015-09-22,0.0
466880,板橋,2015-09-23,0.0
466880,板橋,2015-09-24,0.2
466880,板橋,2015-09-25,0.0
466880,板橋,2015-09-26,T
466880,板橋,2015-09-27,12.5
466880,板橋,2015-09-28,161.5
466880,板橋,2015-09-29,9.0
466880,板橋,2015-09-30,0.0
466880,板橋,2015-10-01,0.0
466880,板橋,2015-10-02,72.0
466880,板橋,2015-10-03,0.0
466880,板橋,2015-10-04,0.0
466880,板橋,2015-10-05,0.0
466880,板橋,2015-10-06,0.0
466880,板橋,2015-10-07,0.0
466880,板橋,2015-10-08,0.5
466880,板橋,2015-10-09,49.5
466880,板橋,2015-10-10,T
466880,板橋,2015-10-11,2.5
466880,板橋,2015-10-12,T
466880,板橋,2015-10-13,0.0
466880,板橋,2015-10-14,0.0
466880,板橋,2015-10-15,0.0
466880,板橋,2015-10-16,0.0
466880,板橋,2015-10-17,0.0
466880,板橋,2015-10-18,0.2
466880,板橋,2015-10-19,T
466880,板橋,2015-10-20,0.2
466880,板橋,2015-10-21,2.6
466880,板橋,2015-10-22,6.5
466880,板橋,2015-10-23,7.0
466880,板橋,2015-10-24,4.0
466880,板橋,2015-10-25,0.0
466880,板橋,2015-10-26,0.0
466880,板橋,2015-10-27,0.0
466880,板橋,2015-10-28,0.0
466880,板橋,2015-10-29,0.0
466880,板橋,2015-10-30,T
466880,板橋,2015-10-31,0.0
466880,板橋,2015-11-01,T
466880,板橋,2015-11-02,T
466880,板橋,2015-11-03,0.2
466880,板橋,2015-11-04,0.2
466880,板橋,2015-11-05,0.0
466880,板橋,2015-11-06,0.0
466880,板橋,2015-11-07,0.0
466880,板橋,2015-11-08,0.0
466880,板橋,2015-11-09,0.0
466880,板橋,2015-11-10,0.0
466880,板橋,2015-11-11,11.5
466880,板橋,2015-11-12,0.0
466880,板橋,2015-11-13,T
466880,板橋,2015-11-14,1.0
466880,板橋,2015-11-15,0.0
466880,板橋,2015-11-16,0.0
466880,板橋,2015-11-17,0.0
466880,板橋,2015-11-18,0.0
466880,板橋,2015-11-19,0.0
466880,板橋,2015-11-20,T
466880,板橋,2015-11-21,2.5
466880,板橋,2015-11-22,0.0
466880,板橋,2015-11-23,0.5
466880,板橋,2015-11-24,0.0
466880,板橋,2015-11-25,5.5
466880,板橋,2015-11-26,3.0
466880,板橋,2015-11-27,0.0
466880,板橋,2015-11-28,0.0
466880,板橋,2015-11-29,0.0
466880,板橋,2015-11-30,0.5
466880,板橋,2015-12-01,0.0
466880,板橋,2015-12-02,1.5
466880,板橋,2015-12-03,T
466880,板橋,2015-12-04,0.5
466880,板橋,2015-12-05,T
466880,板橋,2015-12-06,11.5
466880,板橋,2015-12-07,0.0
466880,板橋,2015-12-08,0.0
466880,板橋,2015-12-09,5.5
466880,板橋,2015-12-10,23.5
466880,板橋,2015-12-11,0.0
466880,板橋,2015-12-12,2.0
466880,板橋,2015-12-13,0.0
466880,板橋,2015-12-14,0.0
466880,板橋,2015-12-15,0.0
466880,板橋,2015-12-16,T
466880,板橋,2015-12-17,0.0
466880,板橋,2015-12-18,T
466880,板橋,2015-12-19,T
466880,板橋,2015-12-20,0.0
466880,板橋,2015-12-21,0.4
466880,板橋,2015-12-22,0.0
466880,板橋,2015-12-23,0.0
466880,板橋,2015-12-24,0.2
466880,板橋,2015-12-25,17.0
466880,板橋,2015-12-26,T
466880,板橋,2015-12-27,16.5
466880,板橋,2015-12-28,1.0
466880,板橋,2015-12-29,0.0
466880,板橋,2015-12-30,1.0
466880,板橋,2015-12-31,T
466900,淡水,2015-01-01,0.0
466900,淡水,2015-01-02,0.0
466900,淡水,2015-01-03,0.0
466900,淡水,2015-01-04,0.0
466900,淡水,2015-01-05,0.0
466900,淡水,2015-01-06,T
466900,淡水,2015-01-07,0.0
466900,淡水,2015-01-08,0.0
466900,淡水,2015-01-09,0.0
466900,淡水,2015-01-10,0.0
466900,淡水,2015-01-11,0.0
466900,淡水,2015-01-12,0.0
466900,淡水,2015-01-13,5.5
466900,淡水,2015-01-14,5.5
466900,淡水,2015-01-15,0.0
466900,淡水,2015-01-16,0.0
466900,淡水,2015-01-17,0.0
466900,淡水,2015-01-18,0.0
466900,淡水,2015-01-19,0.0
466900,淡水,2015-01-20,0.0
466900,淡水,2015-01-21,0.5
466900,淡水,2015-01-22,0.0
466900,淡水,2015-01-23,0.0
466900,淡水,2015-01-24,0.0
466900,淡水,2015-01-25,0.0
466900,淡水,2015-01-26,1.0
466900,淡水,2015-01-27,6.0
466900,淡水,2015-01-28,0.0
466900,淡水,2015-01-29,0.0
466900,淡水,2015-01-30,2.0
466900,淡水,2015-01-31,0.0
466900,淡水,2015-02-01,0.0
466900,淡水,2015-02-02,0.0
466900,淡水,2015-02-03,2.5
466900,淡水,2015-02-04,3.5
466900,淡水,2015-02-05,3.0
466900,淡水,2015-02-06,0.0
466900,淡水,2015-02-07,0.5
466900,淡水,2015-02-08,2.0
466900,淡水,2015-02-09,0.0
466900,淡水,2015-02-10,0.0
466900,淡水,2015-02-11,0.0
466900,淡水,2015-02-12,0.0
466900,淡水,2015-02-13,0.0
466900,淡水,2015-02-14,0.0
466900,淡水,2015-02-15,0.5
466900,淡水,2015-02-16,5.5
466900,淡水,2015-02-17,0.0
466900,淡水,2015-02-18,0.0
